NRO.;NOMBRE DE LA EMPRESA;RUBRO;DIRECCION;DEPARTAMENTO ;CONTACTO;CORREO ELECTRONICO;PAGINA WEB;
2783;JOART;ARTESANIAS (PINTURA EN TELA, EN MADERA, PORCELANA FRÍA, COTILLON, PEDRERÍA, MUÑEQUERIA);C. Sagarnaga Nº. 280 El Rosario;La Paz;No disponible;javierortunobo@yahoo.es;No disponible;
2784;JOINT NETWORKS S.R.L.;CORREO Y TELECOMUNICACIONES;Av. 20 de Octubre 402 T.Zafiro P.2 Z. Sopocachi;La Paz;Javier Alejandro Orozco Nande;javinande@gmail.com;no brinda esta información;
2785;JORGE NAVA BORDA Y CIA. LTDA.;CONSULTORIAS PRIVADAS PÚBLICAS MULTIDICIPLINARIAS;C. Jorge Saenz Nº. 1333, H. Pacifico y San Salvador (Miraflores);La Paz;Jorge L. Nava Borda;soporte@prescom-bo.com;www.ub.org.bo/SAITELS;
2786;JOSE;DISTRIBUCION, IMPORTACIÓN, VENTAS DE DIFERENTES PRODUCTOS, MATERIA PRIMA PARA DIFERENTES EMPRESAS;Z. Cruce Villa Copacabana Av. Esteban Arce No. 1876;La Paz;No brinda este dato;No brinda este dato;Página Web no disponible;
2787;JOVE CARREZALES RICARDO;NO IDENTIFICADO EL TIPO;Av. 6 de Agosto Nº. 2455 Ed. Hilda Pb.;La Paz;Ricardo Jove Carrezales;No Brinda Datos;No Brinda Datos;
2788;JOVER S.R.L;ACTIVIDADES EMPRESARIALES (LABORATORIO CONTROL DE CALIDAD) PRODUCCIÓN DE CAFÉ;Av. Jaimes Freyre y Av. buenos Aires Nº. 1920;La Paz;Fernando Escobar;jover@gmail.com;Página Web no disponible;
2789;JOYAS BRILLANTE;JOYERIA - PIEDRAS PRECIOSAS;Mercado Lanza C. 10 caseta #3 Nivel 1;La Paz;Irene Atila;j_brillante@hotmail.com;No disponible;
2790;JOYAS OPAL;"FABRICACIÓN DE MUEBLES DE HOGAR,OFICINA, DE MADERA ,COLCHONES ;OTRAS IND. MANUF. (JOYAS, INSTRUMENTOS MUSICALES, JUEGOS Y JUGUETES)";Av. Montenegro 1270;La Paz;No Disponible;opaljoyas@hotmail.com;Sitio Web No disponible;
2791;JOYAS SARTAWI;JOYERIA - PIEDRAS PRECIOSAS;Pasaje Juan 23 Nº. 98 Z. Belen;La Paz;No Disponible;No Disponible;No Disponible;
2792;JOYERIA;JOYERIA - PIEDRAS PRECIOSAS;Z.Central C. Comercio Nº280;La Paz;No brinda este dato;No brinda este dato;Página Web no disponible;
2793;JOYERIA - PRECIOSI MILANO;JOYERIA - PIEDRAS PRECIOSAS;Ed. Alameda Planta Baja hacia afuera;La Paz;Claudia Cedeña;no brinda esta informacion;no brinda esta informacion;
2794;JOYERIA CHUQUINI;JOYERIA - PIEDRAS PRECIOSAS;Av. Las Americas Nº.210;La Paz;Yamile Quipildor;joyaschuquini@hotmail.com;no brinda esta informacion;
2795;JOYERIA CRISTAL;JOYERIA - PIEDRAS PRECIOSAS;Av. Buenos Aires Nº. 786;La Paz;Marcela Cruz Zapata;No brinda este dato;Página Web no disponible;
2796;JOYERIA EL MONOLITO;FABRICACIÓN DE MEDALLAS CON DECORACIÓN, ESTAMPADO DE MONEDAS,COPIA DE LLAVES, ETC.;C. Ingavi Nº. 754;La Paz;Leon Salas;info@joyeriamonolito.com;www.joyeriamonolito.com;
2797;JOYERIA EN PLATERIA;JOYERIA - PIEDRAS PRECIOSAS;Av. Buenos Aires # 1105 Zona Villa Nueva Potosi;La Paz;No Disponible;No Disponible;No Disponible;
2798;JOYERIA LITORAL;JOYERIA - PIEDRAS PRECIOSAS;Av. Buenos Aires Nº. 810 Zona Gran Poder;La Paz;No Disponible;No Disponible;No Disponible;
2799;JOYERIA RAMOS;JOYERIA - PIEDRAS PRECIOSAS;Z. Centro C. Ingavi Nª 791;La Paz;Guadalupe Cruz;No Disponible;No Disponible;
2800;JRC;"FABRICACIÓN DE MUEBLES DE HOGAR,OFICINA, DE MADERA ,COLCHONES ;OTRAS IND. MANUF. (JOYAS, INSTRUMENTOS MUSICALES, JUEGOS Y JUGUETES)";C. Murillo Nº. 926 Z. Central;La Paz;No brinda Información;No brinda Información;No brinda Información;
2801;J-SKYBIZ TECHNOLOGY AND TELECOMMUNICATIONS S.A.;CORREO Y TELECOMUNICACIONES;C. Reyes Ortiz Nº. 73 Ed. Torres Gundlach;La Paz;Maria del Rosario Santa Cruz S;no brinda esta información;no brinda esta información;
2802;JUAN CARLOS GONZALO CARRASCO BARRON;NO IDENTIFICADO EL TIPO;C. Belisario Salinas 568 Altos Oasis;La Paz;Juan Carlos G. Carrasco Barron;No Disponible;No Disponible;
2803;JUANITO;FABRICACIÓN DE PRODUCTOS TEXTILES, TEJIDOS Y ARTICULOS DE PUNTO Y GANCHILLO;Miraflores Calle Unduavi Nº1475;La Paz;Miguel Calle;No brinda este dato;Página Web no disponible;
2804;JUST FINE;ACTIVIDADES DE EDICIÓN E IMPRESIÓN Y DE REPRODUCCIÓN DE GRABACIONES (LIBROS, FOLLETOS PERIÓDICOS) Y ACTIVIDADES RELACIONADAS;Zona 14 de Septiembre Calle Jose Maria Acha Nº 1093;La Paz;Justino Mendoza;No brinda este dato;Página Web no disponible;
2805;JUSTO PRECIO;PELUQUERIA, PEINADOS Y COSMETOLOGIA;Av. Sanchez Lima # 2206 Zona Sopocachi;La Paz;MARIA ROSA CHURA;No Disponible;No Disponible;
2806;JUVENIL (Asociación de Productores de Calzados La Paz -APROCALPAZ);"CURTIDO, PREPARADO DE CUEROS; FABRICACIÓN DE CALZADO, MALETAS, BOLSOS, CHAMARRAS, TALABARTERIA, ART. EN MAT. SINTÉTICO, PLÁSTICOS E IMITACIONES";Z. Rosario C. Tumusla N°. 524 Galeria 16 de Julio, Subsuelo Local N°20;La Paz;Elias Loza Huanca;No Disponible;Sitio Web No Disponible;
2807;JUVENTUS;FABRICACIÓN DE PRODUCTOS TEXTILES, TEJIDOS Y ARTICULOS DE PUNTO Y GANCHILLO;Garita de Lima Calle Nataniel Aguirre #703;La Paz;Omar Chura;No brinda este dato;Página Web no disponible;
2808;JyD FOTOCOPIAS;VENTA DE MATERIAL DE ESCRITORIO, LIBROS, PAPELERIA Y BAZAR;Central Pedro Salazar Nº260;La Paz;;;;
2809;JyL;FABRICACIÓN DE PROD.DE METAL(METALMECÁNICA), EXC. MAQ/ EQUIPO, LAMINADO Y ESTAMPADO (TANQUES, DEPOSITOS, CUCHILLERIA, ELEMENTOS DE FERRETERIA);Z.Central C. Santa Cruz Nº 481;La Paz;No brinda este dato;No brinda este dato;Página Web;
2810;K & L LINES - BOLIVIAN FORWARDER S.R.L.;TRANSPORTE MULTIMODAL;Av. 16 de Julio Nº. 1440 Ed. Hermann P16 Of. 1603 Z. Centro;La Paz;Kainer Silvestre Melgar Clavel;vladimir@k-llines.com;www.k-llines.com;
2811;K Y C;FABRICACIÓN DE CALEGONES A GAS Y ELÉCTRICOS, EQUIPOS SERVICIOS E INSTALACIONES;Av. Saavedra Nº.1159;La Paz;Edwin Coca;ecocauria@hotmail.com;no brinda esta informacion;
2812;KADER;FABRICACIÓN DE PROD.DE METAL(METALMECÁNICA), EXC. MAQ/ EQUIPO, LAMINADO Y ESTAMPADO (TANQUES, DEPOSITOS, CUCHILLERIA, ELEMENTOS DE FERRETERIA);Z. San Sebastian Plaza Alonso de Mendoza Esq. Bozo Nº. 699;La Paz;Martin Callisaya;kader.lapaz@gmail.com;No Disponible;
2813;KAFFA;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;c. Belisario Salinas esq. Sánchez Lima;La Paz;No brinda esta información;kaffacr@hotmail.com;www.kaffacr.com.bo;
2814;KAIROS;ACTIVIDADES DE ESPARCIMIENTO, CULTURALES Y DEPORTIVAS (COMUNICACIÓN SOCIAL, PERIODISMOS, RADIO, TV, TEATRO, MÚSICA, DEPORTES);Av. Entre Ríos Nro. 1405 Zona Norte;La Paz;No brinda información;No brinda información;www.kairosprod.com;
2815;KALIFRA LTDA.;CONSTRUCCIÓN DE MAQUINARIA Y EQUIPO N.E.P.;Av. Arce Nº. 2799 Ed. Fortaleza Piso 5, Of 502;La Paz;Estela Cabezas;info@kalifra.com;Sitio Web No disponible;
2816;KALOPA LTDA;VENTA, MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS (MECÁNICA AUTOMOTRIZ);C. Diaz Romero Nº. 1421 casi Esq. Busch;La Paz;Pablo Torrejon;kalopaltda@yahoo.com;www.kalopaltda.com;
2817;KALOPA LTDA.;FABRICACIÓN DE VEHíCULOS AUTOMOTORES, REMOLQUES Y SEMIRREMOLQUES;C. Diaz Romero Nº.1421 Z. Miraflores;La Paz;Rolando Gumiel Galarza;info@kalopa.web.bo;www.kalopa.web.bo;
2818;KAMEX GRAFIC;ACTIVIDADES DE EDICIÓN E IMPRESIÓN Y DE REPRODUCCIÓN DE GRABACIONES (LIBROS, FOLLETOS PERIÓDICOS) Y ACTIVIDADES RELACIONADAS;Av. Saavedra Nº. 1513 (uyuni);La Paz;Rudy Diaz;kamexgrafic.srl@hotmail.com;no brinda esta informacion;
2819;KAMILA;"FABRICACIÓN DE MUEBLES DE HOGAR,OFICINA, DE MADERA ,COLCHONES ;OTRAS IND. MANUF. (JOYAS, INSTRUMENTOS MUSICALES, JUEGOS Y JUGUETES)";Central C. Murillo Nº. 920;La Paz;Claudia Conde;No brinda este dato;Sitio Web No disponible;
2820;KANOO TOURS;"ACTIVIDADES COMPLEMENTARIAS Y AUXILIARES AL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES, GUIAS DE TURÍSMO, ADMINSITRACIÓN TURÍSTICA)";Z. Central C. Tarija Nº .213;La Paz;No brinda este dato;info@kanootours.com;www.kanootours.com;
2821;KANOO TOURS;"ACTIVIDADES COMPLEMENTARIAS Y AUXILIARES AL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES, GUIAS DE TURÍSMO, ADMINSITRACIÓN TURÍSTICA)";Z. Central C. Tarija Nº. 213;La Paz;No brinda este dato;info@kanootours.com;www.kanootours.com;
2822;KAREN ESTETICA INTEGRAL, ESPECIALISTA EN MANOS Y UÑAS;PELUQUERIA, PEINADOS Y COSMETOLOGIA;Pérez Velasco Ed. Esperanza Local Nº. 10;La Paz;No brinda este dato;No brinda este dato;Sitio Web No disponible;
2823;KARLOVY CAFÉ GOURMET;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Av. Claudio Aliaga # 1182 Blq. J 47 Galería Karlovy Vary;La Paz;No brinda esta información;marvervar@hotmail.com;No brinda esta información;
2824;KATARI TECNOLOGIA S.R.L.;INFORMATICA Y ACTIVIDADES CONEXAS (ANALISTA, PROGRAMADOR, PAQUETES, APLICACIONES, ACCESS COMPLETO,VISUAL FOXPRO, SQL SEVER,ADMINISTRACIÓN -SQL, REDES);Av. 20 Octubre Nº. 2396 Ed.;La Paz;Renan Michel Antezana Pessoa;no brinda información;no brinda información;
2825;KATAS (TINTAS DE IMPRESORAS );NO IDENTIFICADO EL TIPO;Av. Buenos Aires C. LEON DE LA BARRA Nº960;La Paz;Juan Carlos Yujra;No brinda este dato;Sitio Web No disponible;
2826;KATHARSIS;HTML- FRONT PAGE, DREAMWEAVER, FLASH, FIRE WORKS, JAVA SCRIPT;C. 1 Los Pinos 18;La Paz;No brinda esta información;katharsisinc@hotmail.com;katharsisinthewebblogspot.com;
2827;KATIA;OTRAS ACTIVIDADES DE SERVICIOS (LIMPIEZAS, PELUQUERIAS, COSMETOLOGÍA, MODELAJE);C. Murillo Nº. 810 Z. Central;La Paz;No brinda información;taniamaqui@hotmail.com;No brinda información;
2828;KAUTSCH S.R.L.;FABRICACIÓN DE PROD.DE METAL(METALMECÁNICA), EXC. MAQ/ EQUIPO, LAMINADO Y ESTAMPADO (TANQUES, DEPOSITOS, CUCHILLERIA, ELEMENTOS DE FERRETERIA);C. Sagarnaga 115 -119;La Paz;Paola Guarachi;kautsch@entelnet.bo;Sitio Web No disponible;
2829;KEFA GROUP;CONSTRUCCIÓN, ACTIVIDADES Y SERVICIOS RELACIONADOS;Av.Bush Nº. 1365 Monumento Bush;La Paz;Luis Avila;info@grupokefa.com;no brinda esta informacion;
2830;KHOTIA UTAMA S.R.L.;"ACTIVIDADES COMPLEMENTARIAS Y AUXILIARES AL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES, GUIAS DE TURÍSMO, ADMINSITRACIÓN TURÍSTICA)";Z. Cordillera Real de Los Andes de Suriquiña y Alto Peñas;La Paz;Edmundo Layme Clemente;no brinda esta información;no brinda esta información;
2831;KIANOVA EMPRESARIAL S.R.L.;INGENIERÍA DE ALIMENTOS;C. Socabaya 78 Ed.T. Centro P.2 Of.208;La Paz;Miguel A. Albarracin Parada;no brinda esta información;no brinda esta información;
2832;KIEFFER & ASOCIADOS S.A.;FINANCIACIÓN DE PLANES DE SEGUROS Y PENSIONES;Av. 6 de Agosto No. 2919, final;La Paz;Maria Luisa; michelle.kieffer@kieffer-asociados.com.bo;www.kasa.com.bo;
2833;KIKITOS;NO IDENTIFICADO EL TIPO;Av. Tumusla Galeria Comercial San Salvador Local Nº. 10;La Paz;Patricia Quispe;No brinda este dato;pagina Web no disponible;
2834;KIMBERLY BOLIVIA S.A.;FABRICACIÓN DE PAPEL Y OTROS PRODUCTOS;Av. Ismael Vasquez Nº. 1226 Z. pura pura;La Paz;Osvaldo Marca;no disponible;www.kimberly-clark.com;
2835;KIMTEC REPARACION DE MOTORES EN GRAL.;ACTIVIDADES DE EDICIÓN E IMPRESIÓN Y DE REPRODUCCIÓN DE GRABACIONES (LIBROS, FOLLETOS PERIÓDICOS) Y ACTIVIDADES RELACIONADAS;Z. Vita Av. Las Muñecas Nº376;La Paz;No brinda este dato;No brinda este dato;Sitio Web no disponible;
2836;KIPUS;CURSOS DE CAPACITACIÓN ( DISEÑO GRÁFICO, EDICION AUDIOVISUAL, LOCUCIÓN RADIAL, ENSAMBLAJE DE COMPUTADORAS, OPERADOR DE COMPUTADORAS);Z. San Pedro C. Cañada Stongest;La Paz;René Quilla;kipus@entel.net.bo;No Disponible;
2837;KLARYT;PAQUETES: VISIO, FREEHAND, PHTOSHOP, CORELDRAW, ILLUSTRATOR, INDESINGN, FLASH, DISEÑO WEB;Av. Mario Mercado 560;La Paz;Guillermo Guzmán;oscarrien@entelnet.bo;No Disponible;
2838;KLIMAX LTDA.;FABRICACIÓN DE MAQ./ EQUIPO:HORNOS, QUEMADORES INDUST., APARATOS DOM. (EXCEPTO MOTORES DE AERONAVES, VEHICULOS AUTOMOTORES Y MOTOCICLETAS);C. Rosendo Gutiérrez 708 - 710;La Paz;Angela Acha;klimaxlp@klimaxbolivia.com;www.klimaxbolivia.com;
2839;KLIMAX LTDA.;FABRICACIÓN DE CALEGONES A GAS Y ELÉCTRICOS, EQUIPOS SERVICIOS E INSTALACIONES;C. Rosendo Gutiérrez N°. 708 Z. Sopocachi;La Paz;Julio Ovando Pantoja;No Brida Informacion;www.klimaxbolivia.com;
2840;KMYEX LTDA;INFORMATICA Y ACTIVIDADES CONEXAS (ANALISTA, PROGRAMADOR, PAQUETES, APLICACIONES, ACCESS COMPLETO,VISUAL FOXPRO, SQL SEVER,ADMINISTRACIÓN -SQL, REDES);Ed Perrin piso 2 Of. 3;La Paz;Ayde Vidal;cis_digital@hotmail.com;no brinda esta informacion;
2841;KODENTAL BOLIVIANA;DISTRIBUCION, IMPORTACIÓN, VENTAS DE DIFERENTES PRODUCTOS, MATERIA PRIMA PARA DIFERENTES EMPRESAS;C. Colón Ed. Barrosquira P. 1;La Paz;Mario Villalba Rosso; kodental@ceibo.entelnet.bo;no disponible;
2842;KOLLA MOTORS LTDA.;VENTA, MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS (MECÁNICA AUTOMOTRIZ);Av. Rosendo Gutiérrez Nº. 502 Z. Sopocachi;La Paz;Gaston Ibañez Valda;No Brinda Informacion;No Brinda Informacion;
2843;KONY;EXPLOTACIÓN DE MINERALES NO METÁLICOS (PIEDRA, ARENA, ARCILLA, CAL, YESO, SAL, PIEDRAS PRECIOSAS Y SEMIPRECIOSAS);Z. Alto Sopocachi Av. Jaimes Feyre Nº 2539;La Paz;No brinda este dato;No brinda este dato;Página Web no disponible;
2844;KORICOMA;"FABRICACIÓN DE MUEBLES DE HOGAR,OFICINA, DE MADERA ,COLCHONES ;OTRAS IND. MANUF. (JOYAS, INSTRUMENTOS MUSICALES, JUEGOS Y JUGUETES)";Zona:Central Calle :Potosi Nº 1122;La Paz;77799866;;www.korigoma.com.bo;
2845;KORIGOMA LTDA.;FABRICACIÓN DE PRODUCTOS DE CAUCHO Y DE PLÁSTICO (LLANTAS, NEUMÁTICOS, OTROS);Z . Franca carretera a Oruro(frente fábrica la Estrella C. Illampu Nº.812;La Paz;Mariano Quenta;korigoma@entelnet.bo;Sitio Web No disponible;
2846;KORY ACHU;CONSTRUCCIÓN, ACTIVIDADES Y SERVICIOS RELACIONADOS;C. 2 Nº. 20 Ceja El Alto;La Paz;Saul Ramiro Duran Tarifa;No Tiene;No Tiene;
2847;KRAAT`S (Restaurant La Campana) Servicio Gastronimico;HOTELES, RESTAURANTES, BARES, SERVICIOS VINCULADOS (CAMARERAS, BARMAN, GARZONES, ADMINISTRACIION HOTELERA);Z. Sur, C. Ballibian. Nº 969;La Paz;Peter Kraat;peterekraat@yahoo.com;No brinda este dato;
2848;KREAR SOLUCIONES S.R.L.;ACTIVIDADES EMPRESARIALES, Y FINANCIERAS (MARKETIN, SECRETARIALES, DE PERSONAL, JURÍDICAS, CONTABLES, DE IMPUESTOS, GESTIÓN, ASESORAMIENTO, PUBLICIDAD);Ed. Columbia Mezz. 103, Av. Arce;La Paz;Carlos Adalid Andia Alarcon;info@krearsoluciones.com - bolivia@krearsol.com;"""www.krearsoluciones.com";
2849;KUCHO DEL GRINGO;ARTESANIAS (PINTURA EN TELA, EN MADERA, PORCELANA FRÍA, COTILLON, PEDRERÍA, MUÑEQUERIA);Z. Central C. Linares Nº. 344;La Paz;No brinda este dato;No brinda este dato;Página Web no disponible;
2850;KUHN CONSULTING GROUP;ACTIVIDADES EMPRESARIALES, Y FINANCIERAS (MARKETIN, SECRETARIALES, DE PERSONAL, JURÍDICAS, CONTABLES, DE IMPUESTOS, GESTIÓN, ASESORAMIENTO, PUBLICIDAD);Av. 6 de Agosto 2265, La Paz - Bolivia;La Paz;Jose Kuhn Poppe;info@kuhncg.com;www.kuhncg.com/;
2851;KUISHI;JOYERIA - PIEDRAS PRECIOSAS;Av. Hernando Siles s/n;La Paz;Gabriela Vasquez;kuishi.sediforente@hotmail.com;facebook kuishisediferente;
2852;KUKA PRADEL;"FABRICACIÓN DE MUEBLES DE HOGAR,OFICINA, DE MADERA ,COLCHONES ;OTRAS IND. MANUF. (JOYAS, INSTRUMENTOS MUSICALES, JUEGOS Y JUGUETES)";Av. 6 de Agosto Nº. 2190 Ed. Alianza;La Paz;Bianka Silvana Prado Pradel;info@kukapradel.com;www.kukapradel.com/;
2853;KUKA PRADEL;JOYERIA - PIEDRAS PRECIOSAS;Av. 6 de Agosto Ed. Alianza PB. Zona Central;La Paz;No brinda información;No brinda información;No brinda información;
2854;L.H.S. WORLDWIDE S.R.L.;DISTRIBUCION, IMPORTACIÓN, VENTAS DE DIFERENTES PRODUCTOS, MATERIA PRIMA PARA DIFERENTES EMPRESAS;Pasaje Capitan Ravelo Nº. 2157;La Paz;Jose Antonio Blanco Flores;no brinda información;WWW.LHS.COM.BO;
2855;L.Q. REPRESENTACIONES;NO IDENTIFICADO EL TIPO;C. Incachaca Nº. 537;La Paz;Luisa Queca Flores;No Brinda Información;No Brinda Información;
2856;LA AGUJA;FABRICACIÓN Y COMERCIALIZACION DE PRENDAS DE VESTIR, PREPARADO Y TEÑIDO DE PIELES, Y ARTICULOS DE PIELCUERO;C. Otero de la Vega Nº. 461 Zona San Pedro;La Paz;No brinda información;No brinda información;No brinda información;
2857;LA AGUJA;FABRICACIÓN Y COMERCIALIZACION DE PRENDAS DE VESTIR, PREPARADO Y TEÑIDO DE PIELES, Y ARTICULOS DE PIELCUERO;C. Otero de la Vega Nro. 461 Z. San Pedro;La Paz;No brinda Información;No brinda Información;No brinda Información;
2858;LA ANDALUZA;FABRICACIÓN Y COMERCIALIZACION DE PRENDAS DE VESTIR, PREPARADO Y TEÑIDO DE PIELES, Y ARTICULOS DE PIELCUERO;C. 21 CENTRO DE MODA # 8240 Local 9 Zona San Miguel;La Paz;No Disponible;No Disponible;No Disponible;
2859;LA ANDALUZA S.R.L.;NO IDENTIFICADO EL TIPO;C. Loayza Esq. Juan de la Riva Ed. Alborada P.1 Of. 105;La Paz;Ma. Teresa Loayza Bueno;pplb2674@yahoo.com;No Disponible;
2860;LA ANITA;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Z. Cruze San Antonio Bajo Av. Esteban Arce No.;La Paz;No brinda este dato;No brinda este dato;Página Web no disponible;
2861;LA BARONESSA;FABRICACIÓN Y COMERCIALIZACION DE PRENDAS DE VESTIR, PREPARADO Y TEÑIDO DE PIELES, Y ARTICULOS DE PIELCUERO;Max Paredes Multicentro Aguila 1er nivel Nº 816;La Paz;Angela Limachi;No brinda este dato;Página Web no disponible;
2862;LA CASA DE AL ABUELA;SERVICIO DE HOSPEDAJE, HOTELES, HOSTALES Y HABITACIONES;Av. Armentia Nº. 359 Z. Norte;La Paz;No brinda Información;No brinda Información;No brinda Información;
2863;LA CASA DE LAS LAMPARAS;NO IDENTIFICADO EL TIPO;C. Juan de la Riva Esq. Bueno # 589 Zona Santa Barbara;La Paz;No Disponible;No Disponible;No Disponible;
2864;"LA CASA DEL CHARANGO ""ACHA""";"FABRICACIÓN DE MUEBLES DE HOGAR,OFICINA, DE MADERA ,COLCHONES ;OTRAS IND. MANUF. (JOYAS, INSTRUMENTOS MUSICALES, JUEGOS Y JUGUETES)";C. Sagrnaga y C.Murillo Ed. Michel Shoping Dorian Nº.189;La Paz;No brinda este dato;No brinda este dato;Página Web no disponible;
2865;LA CASA DEL PARABRISAS S.R.L.;VENTA, MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS (MECÁNICA AUTOMOTRIZ);C. 28 Rosendo Reyes 22, a 50 metros del surtidor de Cota Cota;La Paz;Ximena Espinosa;lacasadelparabrisas@entelnet.bo;www.la casadelparabrisas.com;
2866;LA CASCADA S.A.;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;C. Santa Rosa N.º 471 Z.Villa Fátima;La Paz;Jose Eir Montaño;cascadalapaz@acelerate.com;Sitio Web No disponible;
2867;LA CASTELLANA;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;c. Victor Sanjinés # 2662 Pza. España;La Paz;No brinda esta información;alcalapt@zuper.net;No brinda esta información;
2868;LA COMERCIAL;INGENIERÍA DE ALIMENTOS;Z. Cruze San Antonio Bajo Av. Esteban Arce No.1944;La Paz;No brinda este dato;No brinda este dato;Página Web no disponible;
2869;LA CREMOSITA;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Z. Central C. Loayza Nº 620;La Paz;No brinda este dato;No brinda este dato;Página Web no disponible;
2870;LA CUEVA - MEXICAN BAR;HOTELES, RESTAURANTES, BARES, SERVICIOS VINCULADOS (CAMARERAS, BARMAN, GARZONES, ADMINISTRACIION HOTELERA);C. TARIJA @210 B ESQ. MURILLO Z. BELEN;La Paz;No brinda este dato;lacueva@cornerslapaz.com;www.facebook.com/lacuevalapaz;
2871;LA CUISINE S.R.L.;"FABRICACIÓN DE MUEBLES DE HOGAR,OFICINA, DE MADERA ,COLCHONES ;OTRAS IND. MANUF. (JOYAS, INSTRUMENTOS MUSICALES, JUEGOS Y JUGUETES)";Av. 20 de Octubre N°. 2250;La Paz;Milenka Rodriguez;cuisine@entelnet.bo;www.lacuisine-bolivia.com;
2872;LA ELEGANCIA;FABRICACIÓN Y COMERCIALIZACION DE PRENDAS DE VESTIR, PREPARADO Y TEÑIDO DE PIELES, Y ARTICULOS DE PIELCUERO;Av. Baptista Nro. 877 Zona Callampaya;La Paz;No brinda información;No brinda información;No brinda información;
2873;LA ESPERANZA;FABRICACIÓN Y COMERCIALIZACION DE PRENDAS DE VESTIR, PREPARADO Y TEÑIDO DE PIELES, Y ARTICULOS DE PIELCUERO;Av. Sucre Nº. 1517;La Paz;No brinda este dato;No brinda este dato;Página Web no disponible;
2874;LA FAMILIA (Panadería artesanal);ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Z. San Pedro Av. Heroes del Acre Nº. 1542;La Paz;No brinda este dato;No brinda este dato;No brinda este dato;
2875;LA FAVORITA;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Av. Entre Ríos Nro. 1199 Zona Chamoco Chico;La Paz;No brinda información;No brinda información;No brinda información;
2876;LA GANSA DESNUDA;"FABRICACIÓN DE MUEBLES DE HOGAR,OFICINA, DE MADERA ,COLCHONES ;OTRAS IND. MANUF. (JOYAS, INSTRUMENTOS MUSICALES, JUEGOS Y JUGUETES)";Av. Montenegro Edif. Terranova #945 Zona Sur San Miguel;La Paz;No brinda información;adrycalderon@gmail.com;No brinda información;
2877;LA HOGUERA (Venta de libros y obras literarias);Feria de libros, revistas, cuentos y demas artículos de lectura;Z. Santa Barbara, Av. Illimani. Nº 1882;La Paz;Carlos Alberto Azunduy Fuentes;cazurduy@lahoguera.com;No brinda este dato;
2878;LA INTERNAC.DE SEG.CONS.Y CORRED.DE SEG.Y REAS.S;CORREDORES DE SEGUROS Y PENSIONES;C. Batallón Coorados. 20 PH.B, Ed. El Est.;La Paz;Fernando R. Ruiz Durana;no Disponible;no Disponible;
2879;"LA MANSION ""INTERNET""";INFORMATICA Y ACTIVIDADES CONEXAS (ANALISTA, PROGRAMADOR, PAQUETES, APLICACIONES, ACCESS COMPLETO,VISUAL FOXPRO, SQL SEVER,ADMINISTRACIÓN -SQL, REDES);Av.. Buenos Aires # 1127;La Paz;Guido Catarin;No Disponible;No Disponible;
2880;"LA MANSION ""INTERNET""";INFORMATICA Y ACTIVIDADES CONEXAS (ANALISTA, PROGRAMADOR, PAQUETES, APLICACIONES, ACCESS COMPLETO,VISUAL FOXPRO, SQL SEVER,ADMINISTRACIÓN -SQL, REDES);Av.. Buenos Aires # 1127;La Paz;Guido Catarin;No Disponible;No Disponible;
2881;LA MARTINA SRL;ARTESANIAS (PINTURA EN TELA, EN MADERA, PORCELANA FRÍA, COTILLON, PEDRERÍA, MUÑEQUERIA);Av. 6 de Agosto Galeria Postel. Local 10 Z. Central;La Paz;No brinda información;lamartinalapaz@hotmail.com;No brinda información;
2882;LA MERCED;FABRICACIÓN DE INSTRUMENTOS MÉDICOS, ÓPTICOS Y DE PRECISION, EQUIPO FOTOGRÁFICO Y RELOJES;Av Santa Cruz Esquina Sagarnaga Galeria La Republica;La Paz;Dr. Paulo Miraflor;No brinda este dato;Página Web no disponible;
